   96.500   30.000    0.000    3.292	1
   96.500   29.500    0.000    3.319	1
   96.500   29.000    0.000    3.423	1
   96.500   28.500    0.000    3.390	0
   96.500   28.000    0.000    3.387	0
   97.000   32.500    0.000    3.282	0
   97.000   32.000    0.000    3.260	0
   97.000   31.500    0.000    3.104	1
   97.000   31.000    0.000    2.965	1
   97.000   30.500    0.000    3.659	1
   97.000   30.000    0.000    3.040	1
   97.000   29.500    0.000    3.245	1
   97.000   29.000    0.000    3.425	0
   97.000   28.500    0.000    3.404	0
   97.000   28.000    0.000    3.404	0
   97.500   32.500    0.000    3.336	0
   97.500   32.000    0.000    3.325	0
   97.500   31.500    0.000    3.251	1
   97.500   31.000    0.000    2.712	1
   97.500   30.500    0.000    3.518	1
   97.500   30.000    0.000    3.254	1
   97.500   29.500    0.000    3.451	1
   97.500   29.000    0.000    3.412	0
   97.500   28.500    0.000    3.413	0
   97.500   28.000    0.000    3.417	0
   98.000   32.500    0.000    3.378	0
   98.000   32.000    0.000    3.382	0
   98.000   31.500    0.000    3.478	1
   98.000   31.000    0.000    3.223	1
   98.000   30.500    0.000    3.458	1
   98.000   30.000    0.000    3.288	1
   98.000   29.500    0.000    3.286	1
   98.000   29.000    0.000    3.411	0
   98.000   28.500    0.000    3.422	0
   98.000   28.000    0.000    3.427	0
   98.500   32.500    0.000    3.399	0
   98.500   32.000    0.000    3.398	0
   98.500   31.500    0.000    3.399	0
   98.500   31.000    0.000    3.358	0
   98.500   30.500    0.000    3.341	1
   98.500   30.000    0.000    3.282	1
   98.500   29.500    0.000    3.283	1
   98.500   29.000    0.000    3.414	0
   98.500   28.500    0.000    3.431	0
   98.500   28.000    0.000    3.432	0
   90.500   32.500    5.000    3.271	0
   90.500   32.000    5.000    3.288	0
   90.500   31.500    5.000    3.315	0
   90.500   31.000    5.000    3.341	0
   90.500   30.500    5.000    3.351	0
   90.500   30.000    5.000    3.365	0
   90.500   29.500    5.000    3.388	0
   90.500   29.000    5.000    3.335	0
   90.500   28.500    5.000    3.289	0
   90.500   28.000    5.000    3.268	0
   91.000   32.500    5.000    3.276	0
   91.000   32.000    5.000    3.283	0
   91.000   31.500    5.000    3.288	0
   91.000   31.000    5.000    3.290	0
   91.000   30.500    5.000    3.288	0
   91.000   30.000    5.000    3.364	1
   91.000   29.500    5.000    3.476	1
   91.000   29.000    5.000    3.393	0
   91.000   28.500    5.000    3.306	0
   91.000   28.000    5.000    3.272	0
   91.500   32.500    5.000    3.286	0
   91.500   32.000    5.000    3.290	0
   91.500   31.500    5.000    3.268	0
   91.500   31.000    5.000    3.244	0
   91.500   30.500    5.000    3.197	1
   91.500   30.000    5.000    3.370	1
   91.500   29.500    5.000    3.605	1
   91.500   29.000    5.000    3.413	0
   91.500   28.500    5.000    3.292	0
   91.500   28.000    5.000    3.283	0
   92.000   32.500    5.000    3.305	0
   92.000   32.000    5.000    3.323	0
   92.000   31.500    5.000    3.247	1
   92.000   31.000    5.000    3.245	1
   92.000   30.500    5.000    3.185	1
   92.000   30.000    5.000    3.309	1
   92.000   29.500    5.000    3.445	1
   92.000   29.000    5.000    3.225	1
   92.000   28.500    5.000    3.221	0
   92.000   28.000    5.000    3.275	0
   92.500   32.500    5.000    3.358	0
   92.500   32.000    5.000    3.412	0
   92.500   31.500    5.000    3.274	1
   92.500   31.000    5.000    3.313	1
   92.500   30.500    5.000    3.268	1
   92.500   30.000    5.000    3.169	1
   92.500   29.500    5.000    3.226	1
   92.500   29.000    5.000    3.298	1
   92.500   28.500    5.000    3.316	0
   92.500   28.000    5.000    3.317	0
   93.000   32.500    5.000    3.340	0
   93.000   32.000    5.000    3.367	1
   93.000   31.500    5.000    3.206	1
   93.000   31.000    5.000    3.312	1
   93.000   30.500    5.000    3.334	1
   93.000   30.000    5.000    3.295	1
   93.000   29.500    5.000    3.453	1
   93.000   29.000    5.000    3.628	1
   93.000   28.500    5.000    3.465	0
   93.000   28.000    5.000    3.358	0
   93.500   32.500    5.000    3.321	0
   93.500   32.000    5.000    3.272	1
   93.500   31.500    5.000    3.102	1
   93.500   31.000    5.000    3.292	1
   93.500   30.500    5.000    3.346	1
   93.500   30.000    5.000    3.264	1
   93.500   29.500    5.000    3.401	1
   93.500   29.000    5.000    3.491	1
   93.500   28.500    5.000    3.413	0
   93.500   28.000    5.000    3.330	0
   94.000   32.500    5.000    3.296	0
   94.000   32.000    5.000    3.251	1
   94.000   31.500    5.000    3.279	1
   94.000   31.000    5.000    3.349	1
   94.000   30.500    5.000    3.249	1
   94.000   30.000    5.000    3.226	1
   94.000   29.500    5.000    3.418	1
   94.000   29.000    5.000    3.396	1
   94.000   28.500    5.000    3.350	0
   94.000   28.000    5.000    3.311	0
   94.500   32.500    5.000    3.277	0
   94.500   32.000    5.000    3.239	1
   94.500   31.500    5.000    3.366	1
   94.500   31.000    5.000    3.356	1
   94.500   30.500    5.000    3.296	1
   94.500   30.000    5.000    3.276	1
   94.500   29.500    5.000    3.197	1
   94.500   29.000    5.000    3.267	1
   94.500   28.500    5.000    3.295	0
   94.500   28.000    5.000    3.296	0
   95.000   32.500    5.000    3.267	0
   95.000   32.000    5.000    3.209	1
   95.000   31.500    5.000    3.339	1
   95.000   31.000    5.000    3.384	1
   95.000   30.500    5.000    3.299	1
   95.000   30.000    5.000    3.178	1
   95.000   29.500    5.000    3.051	1
   95.000   29.000    5.000    3.216	1
   95.000   28.500    5.000    3.281	0
   95.000   28.000    5.000    3.296	0
   95.500   32.500    5.000    3.213	0
   95.500   32.000    5.000    3.140	0
   95.500   31.500    5.000    3.187	1
   95.500   31.000    5.000    3.354	1
   95.500   30.500    5.000    3.318	1
   95.500   30.000    5.000    3.284	1
   95.500   29.500    5.000    3.311	1
   95.500   29.000    5.000    3.339	1
   95.500   28.500    5.000    3.334	0
   95.500   28.000    5.000    3.323	0
   96.000   32.500    5.000    3.206	0
   96.000   32.000    5.000    3.160	0
   96.000   31.500    5.000    3.206	1
   96.000   31.000    5.000    3.355	1
   96.000   30.500    5.000    3.328	1
   96.000   30.000    5.000    3.398	1
   96.000   29.500    5.000    3.430	1
   96.000   29.000    5.000    3.412	1
   96.000   28.500    5.000    3.382	0
   96.000   28.000    5.000    3.356	0
   96.500   32.500    5.000    3.221	0
   96.500   32.000    5.000    3.187	0
   96.500   31.500    5.000    3.195	1
   96.500   31.000    5.000    3.244	1
   96.500   30.500    5.000    3.295	1
   96.500   30.000    5.000    3.287	1
   96.500   29.500    5.000    3.326	1
   96.500   29.000    5.000    3.401	1
   96.500   28.500    5.000    3.396	0
   96.500   28.000    5.000    3.384	0
   97.000   32.500    5.000    3.252	0
   97.000   32.000    5.000    3.198	0
   97.000   31.500    5.000    3.083	1
   97.000   31.000    5.000    3.039	1
   97.000   30.500    5.000    3.356	1
   97.000   30.000    5.000    3.178	1
   97.000   29.500    5.000    3.241	1
   97.000   29.000    5.000    3.372	0
   97.000   28.500    5.000    3.396	0
   97.000   28.000    5.000    3.402	0
   97.500   32.500    5.000    3.314	0
   97.500   32.000    5.000    3.265	0
   97.500   31.500    5.000    3.141	1
   97.500   31.000    5.000    2.927	1
   97.500   30.500    5.000    3.288	1
   97.500   30.000    5.000    3.259	1
   97.500   29.500    5.000    3.338	1
   97.500   29.000    5.000    3.393	0
   97.500   28.500    5.000    3.408	0
   97.500   28.000    5.000    3.414	0
   98.000   32.500    5.000    3.373	0
   98.000   32.000    5.000    3.358	0
   98.000   31.500    5.000    3.330	1
   98.000   31.000    5.000    3.166	1
   98.000   30.500    5.000    3.309	1
   98.000   30.000    5.000    3.291	1
   98.000   29.500    5.000    3.310	1
   98.000   29.000    5.000    3.394	0
   98.000   28.500    5.000    3.418	0
   98.000   28.000    5.000    3.424	0
   98.500   32.500    5.000    3.399	0
   98.500   32.000    5.000    3.393	0
   98.500   31.500    5.000    3.400	0
   98.500   31.000    5.000    3.271	0
   98.500   30.500    5.000    3.314	1
   98.500   30.000    5.000    3.253	1
   98.500   29.500    5.000    3.224	1
   98.500   29.000    5.000    3.403	0
   98.500   28.500    5.000    3.428	0
   98.500   28.000    5.000    3.432	0
   90.500   32.500   10.000    3.379	0
   90.500   32.000   10.000    3.386	0
   90.500   31.500   10.000    3.396	0
   90.500   31.000   10.000    3.395	0
   90.500   30.500   10.000    3.380	0
   90.500   30.000   10.000    3.398	0
   90.500   29.500   10.000    3.439	0
   90.500   29.000   10.000    3.386	0
   90.500   28.500   10.000    3.345	0
   90.500   28.000   10.000    3.327	0
   91.000   32.500   10.000    3.374	0
   91.000   32.000   10.000    3.375	0
   91.000   31.500   10.000    3.363	0
   91.000   31.000   10.000    3.342	0
   91.000   30.500   10.000    3.333	0
   91.000   30.000   10.000    3.440	1
   91.000   29.500   10.000    3.563	1
   91.000   29.000   10.000    3.464	0
   91.000   28.500   10.000    3.359	0
   91.000   28.000   10.000    3.327	0
   91.500   32.500   10.000    3.372	0
   91.500   32.000   10.000    3.375	0
   91.500   31.500   10.000    3.344	0
   91.500   31.000   10.000    3.316	0
   91.500   30.500   10.000    3.295	1
   91.500   30.000   10.000    3.500	1
   91.500   29.500   10.000    3.693	1
   91.500   29.000   10.000    3.473	0
   91.500   28.500   10.000    3.324	0
   91.500   28.000   10.000    3.323	0
   92.000   32.500   10.000    3.381	0
   92.000   32.000   10.000    3.410	0
   92.000   31.500   10.000    3.349	1
   92.000   31.000   10.000    3.355	1
   92.000   30.500   10.000    3.324	1
   92.000   30.000   10.000    3.463	1
   92.000   29.500   10.000    3.547	1
   92.000   29.000   10.000    3.289	1
   92.000   28.500   10.000    3.226	0
   92.000   28.000   10.000    3.287	0
   92.500   32.500   10.000    3.433	0
   92.500   32.000   10.000    3.487	0
   92.500   31.500   10.000    3.377	1
   92.500   31.000   10.000    3.411	1
   92.500   30.500   10.000    3.375	1
   92.500   30.000   10.000    3.355	1
   92.500   29.500   10.000    3.407	1
   92.500   29.000   10.000    3.370	1
   92.500   28.500   10.000    3.314	0
   92.500   28.000   10.000    3.316	0
   93.000   32.500   10.000    3.427	0
   93.000   32.000   10.000    3.473	1
   93.000   31.500   10.000    3.350	1
   93.000   31.000   10.000    3.427	1
   93.000   30.500   10.000    3.443	1
   93.000   30.000   10.000    3.483	1
   93.000   29.500   10.000    3.647	1
   93.000   29.000   10.000    3.700	1
   93.000   28.500   10.000    3.494	0
   93.000   28.000   10.000    3.366	0
   93.500   32.500   10.000    3.421	0
   93.500   32.000   10.000    3.428	1
   93.500   31.500   10.000    3.320	1
   93.500   31.000   10.000    3.428	1
   93.500   30.500   10.000    3.488	1
   93.500   30.000   10.000    3.497	1
   93.500   29.500   10.000    3.628	1
   93.500   29.000   10.000    3.617	1
   93.500   28.500   10.000    3.468	0
   93.500   28.000   10.000    3.346	0
   94.000   32.500   10.000    3.394	0
   94.000   32.000   10.000    3.431	1
   94.000   31.500   10.000    3.472	1
   94.000   31.000   10.000    3.481	1
   94.000   30.500   10.000    3.490	1
   94.000   30.000   10.000    3.545	1
   94.000   29.500   10.000    3.635	1
   94.000   29.000   10.000    3.527	1
   94.000   28.500   10.000    3.415	0
   94.000   28.000   10.000    3.347	0
   94.500   32.500   10.000    3.383	0
   94.500   32.000   10.000    3.438	1
   94.500   31.500   10.000    3.574	1
   94.500   31.000   10.000    3.498	1
   94.500   30.500   10.000    3.512	1
   94.500   30.000   10.000    3.538	1
   94.500   29.500   10.000    3.427	1
   94.500   29.000   10.000    3.397	1
   94.500   28.500   10.000    3.367	0
   94.500   28.000   10.000    3.352	0
   95.000   32.500   10.000    3.384	0
   95.000   32.000   10.000    3.419	1
   95.000   31.500   10.000    3.576	1
   95.000   31.000   10.000    3.520	1
   95.000   30.500   10.000    3.441	1
   95.000   30.000   10.000    3.361	1
   95.000   29.500   10.000    3.264	1
   95.000   29.000   10.000    3.348	1
   95.000   28.500   10.000    3.362	0
   95.000   28.000   10.000    3.366	0
   95.500   32.500   10.000    3.343	0
   95.500   32.000   10.000    3.364	0
   95.500   31.500   10.000    3.479	1
   95.500   31.000   10.000    3.522	1
   95.500   30.500   10.000    3.453	1
   95.500   30.000   10.000    3.434	1
   95.500   29.500   10.000    3.479	1
   95.500   29.000   10.000    3.484	1
   95.500   28.500   10.000    3.432	0
   95.500   28.000   10.000    3.397	0
   96.000   32.500   10.000    3.330	0
   96.000   32.000   10.000    3.368	0
   96.000   31.500   10.000    3.484	1
   96.000   31.000   10.000    3.537	1
   96.000   30.500   10.000    3.506	1
   96.000   30.000   10.000    3.539	1
   96.000   29.500   10.000    3.601	1
   96.000   29.000   10.000    3.568	1
   96.000   28.500   10.000    3.487	0
   96.000   28.000   10.000    3.429	0
   96.500   32.500   10.000    3.317	0
   96.500   32.000   10.000    3.362	0
   96.500   31.500   10.000    3.448	1
   96.500   31.000   10.000    3.457	1
   96.500   30.500   10.000    3.518	1
   96.500   30.000   10.000    3.455	1
   96.500   29.500   10.000    3.498	1
   96.500   29.000   10.000    3.534	1
   96.500   28.500   10.000    3.491	0
   96.500   28.000   10.000    3.455	0
   97.000   32.500   10.000    3.311	0
   97.000   32.000   10.000    3.327	0
   97.000   31.500   10.000    3.317	1
   97.000   31.000   10.000    3.275	1
   97.000   30.500   10.000    3.528	1
   97.000   30.000   10.000    3.381	1
   97.000   29.500   10.000    3.410	1
   97.000   29.000   10.000    3.478	0
   97.000   28.500   10.000    3.473	0
   97.000   28.000   10.000    3.462	0
   97.500   32.500   10.000    3.345	0
   97.500   32.000   10.000    3.346	0
   97.500   31.500   10.000    3.297	1
   97.500   31.000   10.000    3.140	1
   97.500   30.500   10.000    3.430	1
   97.500   30.000   10.000    3.451	1
   97.500   29.500   10.000    3.500	1
   97.500   29.000   10.000    3.488	0
   97.500   28.500   10.000    3.466	0
   97.500   28.000   10.000    3.458	0
   98.000   32.500   10.000    3.398	0
   98.000   32.000   10.000    3.410	0
   98.000   31.500   10.000    3.408	1
   98.000   31.000   10.000    3.271	1
   98.000   30.500   10.000    3.401	1
   98.000   30.000   10.000    3.434	1
   98.000   29.500   10.000    3.455	1
   98.000   29.000   10.000    3.462	0
   98.000   28.500   10.000    3.451	0
   98.000   28.000   10.000    3.449	0
   98.500   32.500   10.000    3.428	0
   98.500   32.000   10.000    3.429	0
   98.500   31.500   10.000    3.465	0
   98.500   31.000   10.000    3.332	0
   98.500   30.500   10.000    3.373	1
   98.500   30.000   10.000    3.372	1
   98.500   29.500   10.000    3.365	1
   98.500   29.000   10.000    3.433	0
   98.500   28.500   10.000    3.440	0
   98.500   28.000   10.000    3.447	0
   90.500   32.500   15.000    3.386	0
   90.500   32.000   15.000    3.388	0
   90.500   31.500   15.000    3.390	0
   90.500   31.000   15.000    3.380	0
   90.500   30.500   15.000    3.357	0
   90.500   30.000   15.000    3.374	0
   90.500   29.500   15.000    3.430	0
   90.500   29.000   15.000    3.388	0
   90.500   28.500   15.000    3.365	0
   90.500   28.000   15.000    3.360	0
   91.000   32.500   15.000    3.382	0
   91.000   32.000   15.000    3.383	0
   91.000   31.500   15.000    3.370	0
   91.000   31.000   15.000    3.341	0
   91.000   30.500   15.000    3.322	0
   91.000   30.000   15.000    3.433	1
   91.000   29.500   15.000    3.570	1
   91.000   29.000   15.000    3.464	0
   91.000   28.500   15.000    3.366	0
   91.000   28.000   15.000    3.352	0
   91.500   32.500   15.000    3.378	0
   91.500   32.000   15.000    3.391	0
   91.500   31.500   15.000    3.371	0
   91.500   31.000   15.000    3.345	0
   91.500   30.500   15.000    3.313	1
   91.500   30.000   15.000    3.520	1
   91.500   29.500   15.000    3.720	1
   91.500   29.000   15.000    3.452	0
   91.500   28.500   15.000    3.300	0
   91.500   28.000   15.000    3.332	0
   92.000   32.500   15.000    3.384	0
   92.000   32.000   15.000    3.428	0
   92.000   31.500   15.000    3.399	1
   92.000   31.000   15.000    3.419	1
   92.000   30.500   15.000    3.370	1
   92.000   30.000   15.000    3.525	1
   92.000   29.500   15.000    3.602	1
   92.000   29.000   15.000    3.226	1
   92.000   28.500   15.000    3.154	0
   92.000   28.000   15.000    3.266	0
   92.500   32.500   15.000    3.425	0
   92.500   32.000   15.000    3.491	0
   92.500   31.500   15.000    3.422	1
   92.500   31.000   15.000    3.479	1
   92.500   30.500   15.000    3.437	1
   92.500   30.000   15.000    3.461	1
   92.500   29.500   15.000    3.471	1
   92.500   29.000   15.000    3.257	1
   92.500   28.500   15.000    3.210	0
   92.500   28.000   15.000    3.274	0
   93.000   32.500   15.000    3.418	0
   93.000   32.000   15.000    3.479	1
   93.000   31.500   15.000    3.393	1
   93.000   31.000   15.000    3.465	1
   93.000   30.500   15.000    3.495	1
   93.000   30.000   15.000    3.568	1
   93.000   29.500   15.000    3.663	1
   93.000   29.000   15.000    3.593	1
   93.000   28.500   15.000    3.410	0
   93.000   28.000   15.000    3.334	0
   93.500   32.500   15.000    3.426	0
   93.500   32.000   15.000    3.476	1
   93.500   31.500   15.000    3.429	1
   93.500   31.000   15.000    3.469	1
   93.500   30.500   15.000    3.518	1
   93.500   30.000   15.000    3.586	1
   93.500   29.500   15.000    3.665	1
   93.500   29.000   15.000    3.582	1
   93.500   28.500   15.000    3.434	0
   93.500   28.000   15.000    3.334	0
   94.000   32.500   15.000    3.419	0
   94.000   32.000   15.000    3.512	1
   94.000   31.500   15.000    3.614	1
   94.000   31.000   15.000    3.541	1
   94.000   30.500   15.000    3.541	1
   94.000   30.000   15.000    3.640	1
   94.000   29.500   15.000    3.686	1
   94.000   29.000   15.000    3.537	1
   94.000   28.500   15.000    3.415	0
   94.000   28.000   15.000    3.350	0
   94.500   32.500   15.000    3.378	0
   94.500   32.000   15.000    3.484	1
   94.500   31.500   15.000    3.670	1
   94.500   31.000   15.000    3.555	1
   94.500   30.500   15.000    3.569	1
   94.500   30.000   15.000    3.614	1
   94.500   29.500   15.000    3.506	1
   94.500   29.000   15.000    3.439	1
   94.500   28.500   15.000    3.390	0
   94.500   28.000   15.000    3.367	0
   95.000   32.500   15.000    3.393	0
   95.000   32.000   15.000    3.470	1
   95.000   31.500   15.000    3.664	1
   95.000   31.000   15.000    3.548	1
   95.000   30.500   15.000    3.452	1
   95.000   30.000   15.000    3.401	1
   95.000   29.500   15.000    3.331	1
   95.000   29.000   15.000    3.394	1
   95.000   28.500   15.000    3.394	0
   95.000   28.000   15.000    3.389	0
   95.500   32.500   15.000    3.397	0
   95.500   32.000   15.000    3.479	0
   95.500   31.500   15.000    3.642	1
   95.500   31.000   15.000    3.562	1
   95.500   30.500   15.000    3.462	1
   95.500   30.000   15.000    3.454	1
   95.500   29.500   15.000    3.512	1
   95.500   29.000   15.000    3.525	1
   95.500   28.500   15.000    3.467	0
   95.500   28.000   15.000    3.424	0
   96.000   32.500   15.000    3.395	0
   96.000   32.000   15.000    3.509	0
   96.000   31.500   15.000    3.667	1
   96.000   31.000   15.000    3.600	1
   96.000   30.500   15.000    3.569	1
   96.000   30.000   15.000    3.562	1
   96.000   29.500   15.000    3.629	1
   96.000   29.000   15.000    3.615	1
   96.000   28.500   15.000    3.529	0
   96.000   28.000   15.000    3.460	0
   96.500   32.500   15.000    3.375	0
   96.500   32.000   15.000    3.497	0
   96.500   31.500   15.000    3.631	1
   96.500   31.000   15.000    3.552	1
   96.500   30.500   15.000    3.598	1
   96.500   30.000   15.000    3.514	1
   96.500   29.500   15.000    3.579	1
   96.500   29.000   15.000    3.603	1
   96.500   28.500   15.000    3.541	0
   96.500   28.000   15.000    3.489	0
   97.000   32.500   15.000    3.355	0
   97.000   32.000   15.000    3.442	0
   97.000   31.500   15.000    3.499	1
   97.000   31.000   15.000    3.418	1
   97.000   30.500   15.000    3.602	1
   97.000   30.000   15.000    3.477	1
   97.000   29.500   15.000    3.543	1
   97.000   29.000   15.000    3.562	0
   97.000   28.500   15.000    3.528	0
   97.000   28.000   15.000    3.497	0
   97.500   32.500   15.000    3.367	0
   97.500   32.000   15.000    3.417	0
   97.500   31.500   15.000    3.422	1
   97.500   31.000   15.000    3.288	1
   97.500   30.500   15.000    3.518	1
   97.500   30.000   15.000    3.530	1
   97.500   29.500   15.000    3.607	1
   97.500   29.000   15.000    3.557	0
   97.500   28.500   15.000    3.509	0
   97.500   28.000   15.000    3.489	0
   98.000   32.500   15.000    3.402	0
   98.000   32.000   15.000    3.436	0
   98.000   31.500   15.000    3.459	1
   98.000   31.000   15.000    3.351	1
   98.000   30.500   15.000    3.455	1
   98.000   30.000   15.000    3.448	1
   98.000   29.500   15.000    3.492	1
   98.000   29.000   15.000    3.492	0
   98.000   28.500   15.000    3.473	0
   98.000   28.000   15.000    3.472	0
   98.500   32.500   15.000    3.423	0
   98.500   32.000   15.000    3.427	0
   98.500   31.500   15.000    3.470	0
   98.500   31.000   15.000    3.370	0
   98.500   30.500   15.000    3.410	1
   98.500   30.000   15.000    3.325	1
   98.500   29.500   15.000    3.349	1
   98.500   29.000   15.000    3.435	0
   98.500   28.500   15.000    3.446	0
   98.500   28.000   15.000    3.464	0
   90.500   32.500   20.000    3.350	0
   90.500   32.000   20.000    3.351	0
   90.500   31.500   20.000    3.351	0
   90.500   31.000   20.000    3.343	0
   90.500   30.500   20.000    3.320	0
   90.500   30.000   20.000    3.329	0
   90.500   29.500   20.000    3.397	0
   90.500   29.000   20.000    3.377	0
   90.500   28.500   20.000    3.384	0
   90.500   28.000   20.000    3.400	0
   91.000   32.500   20.000    3.351	0
   91.000   32.000   20.000    3.356	0
   91.000   31.500   20.000    3.344	0
   91.000   31.000   20.000    3.306	0
   91.000   30.500   20.000    3.264	0
   91.000   30.000   20.000    3.355	1
   91.000   29.500   20.000    3.509	1
   91.000   29.000   20.000    3.428	0
   91.000   28.500   20.000    3.367	0
   91.000   28.000   20.000    3.388	0
   91.500   32.500   20.000    3.355	0
   91.500   32.000   20.000    3.371	0
   91.500   31.500   20.000    3.355	0
   91.500   31.000   20.000    3.310	0
   91.500   30.500   20.000    3.233	1
   91.500   30.000   20.000    3.404	1
   91.500   29.500   20.000    3.634	1
   91.500   29.000   20.000    3.382	0
   91.500   28.500   20.000    3.273	0
   91.500   28.000   20.000    3.356	0
   92.000   32.500   20.000    3.361	0
   92.000   32.000   20.000    3.404	0
   92.000   31.500   20.000    3.386	1
   92.000   31.000   20.000    3.382	1
   92.000   30.500   20.000    3.275	1
   92.000   30.000   20.000    3.410	1
   92.000   29.500   20.000    3.521	1
   92.000   29.000   20.000    3.118	1
   92.000   28.500   20.000    3.090	0
   92.000   28.000   20.000    3.273	0
   92.500   32.500   20.000    3.392	0
   92.500   32.000   20.000    3.445	0
   92.500   31.500   20.000    3.401	1
   92.500   31.000   20.000    3.445	1
   92.500   30.500   20.000    3.372	1
   92.500   30.000   20.000    3.385	1
   92.500   29.500   20.000    3.366	1
   92.500   29.000   20.000    3.070	1
   92.500   28.500   20.000    3.098	0
   92.500   28.000   20.000    3.264	0
   93.000   32.500   20.000    3.369	0
   93.000   32.000   20.000    3.403	1
   93.000   31.500   20.000    3.335	1
   93.000   31.000   20.000    3.382	1
   93.000   30.500   20.000    3.411	1
   93.000   30.000   20.000    3.458	1
